ano_lectivo,provincia,canton,parroquia,tipo_educacion,nivel_educacion,sostenimiento,area,regimen_escolar,total_docentes,total_estudiantes
2023-2024 Inicio,LOJA,GONZANAMA,SACAPALCA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,9
2023-2024 Inicio,LOJA,SOZORANGA,NUEVA FATIMA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,5,34
2023-2024 Inicio,ESMERALDAS,ESMERALDAS,TABIAZO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,38
2023-2024 Inicio,LOJA,MACARA,LA VICTORIA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,1
2023-2024 Inicio,GUAYAS,COLIMES,COLIMES,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,2,40
2023-2024 Inicio,LOS RIOS,MOCACHE,MOCACHE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,49
2023-2024 Inicio,LOJA,CALVAS,COLAISACA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,3
2023-2024 Inicio,LOJA,CALVAS,COLAISACA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,2
2023-2024 Inicio,LOJA,PUYANGO,ALAMOR,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,10
2023-2024 Inicio,LOJA,ZAPOTILLO,GARZAREAL,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,24
2023-2024 Inicio,COTOPAXI,PANGUA,MORASPUNGO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,27
2023-2024 Inicio,COTOPAXI,PANGUA,MORASPUNGO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,26
2023-2024 Inicio,COTOPAXI,PUJILI,ZUMBAHUA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,6
2023-2024 Inicio,AZUAY,CHORDELEG,CHORDELEG,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,4,103
2023-2024 Inicio,CAÑAR,EL TAMBO,EL TAMBO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,9,117
2023-2024 Inicio,LOJA,SARAGURO,SAN ANTONIO DE QUMBE (CUMBE),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,15
2023-2024 Inicio,LOS RIOS,VALENCIA,VALENCIA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,30
2023-2024 Inicio,CAÑAR,AZOGUES,PINDILIG,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,32
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,24
2023-2024 Inicio,ZAMORA CHINCHIPE,CHINCHIPE,CHITO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,12
2023-2024 Inicio,PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,29
2023-2024 Inicio,AZUAY,CUENCA,MOLLETURO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,40
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SAN JACINTO DEL BUA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,22
2023-2024 Inicio,PICHINCHA,QUITO,EL QUINCHE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,5,74
2023-2024 Inicio,GUAYAS,BALZAR,BALZAR,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,30,792
2023-2024 Inicio,LOJA,LOJA,VALLE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,12,188
2023-2024 Inicio,AZUAY,GIRON,LA ASUNCION,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,9,128
2023-2024 Inicio,LOJA,SOZORANGA,TACAMOROS,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,4
2023-2024 Inicio,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,14
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LUZ DE AMERICA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,26
2023-2024 Inicio,LOS RIOS,MOCACHE,MOCACHE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,5,128
2023-2024 Inicio,MANABI,CHONE,RICAURTE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,15
2023-2024 Inicio,ESMERALDAS,ESMERALDAS,TABIAZO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,17
2023-2024 Inicio,AZUAY,GUALACEO,ZHIDMAD,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,16
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,CHIGUINDA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,4
2023-2024 Inicio,GUAYAS,NARANJAL,TAURA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,3,109
2023-2024 Inicio,AZUAY,SANTA ISABEL,ZHAGLLI (SHAGLLI),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,4,63
2023-2024 Inicio,LOJA,PUYANGO,EL ARENAL,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,7
2023-2024 Inicio,LOS RIOS,BABA,GUARE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,8,159
2023-2024 Inicio,LOJA,LOJA,CHANTACO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,8,102
2023-2024 Inicio,BOLIVAR,CHIMBO,ASUNCION (ASANCOTO),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,3,41
2023-2024 Inicio,LOS RIOS,BABA,BABA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,8,144
2023-2024 Inicio,CAÑAR,LA TRONCAL,LA TRONCAL,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,27,622
2023-2024 Inicio,LOJA,PALTAS,YAMANA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,8,90
2023-2024 Inicio,LOJA,ZAPOTILLO,GARZAREAL,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,14
2023-2024 Inicio,AZUAY,NABON,NABON,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,10
2023-2024 Inicio,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,Educación Inicial y Educación General Básica,Particular,Rural,Costa,9,42
2023-2024 Inicio,LOJA,ESPINDOLA,BELLAVISTA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,26
2023-2024 Inicio,PICHINCHA,QUITO,COMITE DEL PUEBLO,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Sierra,9,158
2023-2024 Inicio,LOJA,PALTAS,CATACOCHA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,5
2023-2024 Inicio,AZUAY,CUENCA,VALLE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,6,97
2023-2024 Inicio,GUAYAS,GUAYAQUIL,FEBRES CORDERO,Ordinario,Educación General Básica,Particular,Urbana,Costa,10,246
2023-2024 Inicio,GUAYAS,DAULE,DAULE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,22
2023-2024 Inicio,IMBABURA,IBARRA,SAGRARIO,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Sierra,11,61
2023-2024 Inicio,ESMERALDAS,QUININDE,CUBE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,24
2023-2024 Inicio,MANABI,SANTA ANA,SANTA ANA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,17
2023-2024 Inicio,LOJA,LOJA,MALACATOS (VALLADOLID),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,3,29
2023-2024 Inicio,CAÑAR,CAÑAR,CHONTAMARCA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,6
2023-2024 Inicio,LOS RIOS,VALENCIA,VALENCIA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,26
2023-2024 Inicio,LOS RIOS,VINCES,VINCES CENTRAL,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,49
2023-2024 Inicio,EL ORO,ATAHUALPA,CORDONCILLO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,21
2023-2024 Inicio,LOS RIOS,MONTALVO,MONTALVO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,7,87
2023-2024 Inicio,LOS RIOS,MOCACHE,MOCACHE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,27
2023-2024 Inicio,GUAYAS,EL EMPALME,GUAYAS (PUEBLO NUEVO),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,38
2023-2024 Inicio,CHIMBORAZO,GUANO,SAN ANDRES,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,8,70
2023-2024 Inicio,MANABI,CHONE,BOYACA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,9
2023-2024 Inicio,CAÑAR,CAÑAR,INGAPIRCA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,6
2023-2024 Inicio,COTOPAXI,PANGUA,PINLLOPATA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,2
2023-2024 Inicio,PICHINCHA,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,8
2023-2024 Inicio,LOJA,CELICA,SABANILLA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,15
2023-2024 Inicio,AZUAY,GUALACEO,GUALACEO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,31,733
2023-2024 Inicio,ESMERALDAS,MUISNE,SAN GREGORIO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,12
2023-2024 Inicio,LOS RIOS,BABA,BABA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,4,102
2023-2024 Inicio,CAÑAR,AZOGUES,JAVIER LOYOLA (CHUQUIPATA),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,6
2023-2024 Inicio,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,13,230
2023-2024 Inicio,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,10,250
2023-2024 Inicio,LOJA,PALTAS,GUACHANAMA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,9
2023-2024 Inicio,LOS RIOS,BUENA FE,SAN JACINTO DE BUENA FE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,7,159
2023-2024 Inicio,MANABI,CHONE,SANTA RITA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,11
2023-2024 Inicio,ORELLANA,LORETO,SAN JOSE DE DAHUANO,Ordinario,Educación General Básica,Fiscomisional,Rural,Sierra,1,23
2023-2024 Inicio,GUAYAS,PEDRO CARBO,SABANILLA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,52
2023-2024 Inicio,MANABI,CHONE,CHIBUNGA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,11
2023-2024 Inicio,LOS RIOS,VALENCIA,VALENCIA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,11
2023-2024 Inicio,GUAYAS,PEDRO CARBO,PEDRO CARBO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,19
2023-2024 Inicio,BOLIVAR,LAS NAVES,LAS NAVES,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,29
2023-2024 Inicio,LOJA,PALTAS,LAURO GUERRERO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,12,120
2023-2024 Inicio,MANABI,CHONE,CONVENTO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,14
2023-2024 Inicio,CAÑAR,AZOGUES,RIVERA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,22
2023-2024 Inicio,ESMERALDAS,QUININDE,CUBE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,28
2023-2024 Inicio,LOJA,ZAPOTILLO,GARZAREAL,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,16
2023-2024 Inicio,AZUAY,GIRON,GIRON,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,10
2023-2024 Inicio,MORONA SANTIAGO,LIMON INDANZA,SAN ANTONIO (CAB EN SAN ANTONIO CENTRO),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,17
2023-2024 Inicio,EL ORO,ARENILLAS,PALMALES,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,12
2023-2024 Inicio,ORELLANA,ORELLANA,LA BELLEZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,15
2023-2024 Inicio,COTOPAXI,PUJILI,ZUMBAHUA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,7
2023-2024 Inicio,LOS RIOS,VINCES,VINCES CENTRAL,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,2,103
2023-2024 Inicio,AZUAY,PUCARA,PUCARA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,43
2023-2024 Inicio,BOLIVAR,CHILLANES,SAN JOSE DEL TAMBO (TAMBOPAMBA),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,15
2023-2024 Inicio,ZAMORA CHINCHIPE,CHINCHIPE,CHITO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,9
2023-2024 Inicio,COTOPAXI,SIGCHOS,CHUGCHILLAN,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,30
2023-2024 Inicio,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,3
2023-2024 Inicio,GUAYAS,ALFREDO BAQUERIZO MORENO,ALFREDO BAQUERIZO MORENO (JUJAN),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,3,70
2023-2024 Inicio,LOS RIOS,BABAHOYO,BARREIRO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,23
2023-2024 Inicio,CHIMBORAZO,CHAMBO,CHAMBO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,3,43
2023-2024 Inicio,COTOPAXI,SAQUISILI,CANCHAGUA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,16
2023-2024 Inicio,CAÑAR,CAÑAR,INGAPIRCA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,30
2023-2024 Inicio,CAÑAR,AZOGUES,JAVIER LOYOLA (CHUQUIPATA),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,11,170
2023-2024 Inicio,PICHINCHA,QUITO,TURUBAMBA,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Sierra,15,270
2023-2024 Inicio,LOS RIOS,QUINSALOMA,QUINSALOMA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,36,966
2023-2024 Inicio,MORONA SANTIAGO,PALORA,CUMANDA (CAB EN COLONIA AGRICOLA SEVILLA DEL ORO),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,5
2023-2024 Inicio,SUCUMBIOS,PUTUMAYO,PALMA ROJA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,2,36
2023-2024 Inicio,COTOPAXI,LATACUNGA,TOACASO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,33
2023-2024 Inicio,LOS RIOS,VENTANAS,ZAPOTAL,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,20
2023-2024 Inicio,LOJA,PUYANGO,VICENTINO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,10
2023-2024 Inicio,PICHINCHA,SAN MIGUEL DE LOS BANCOS,SAN MIGUEL DE LOS BANCOS,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,17
2023-2024 Inicio,LOS RIOS,VALENCIA,VALENCIA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,45
2023-2024 Inicio,LOJA,LOJA,MALACATOS (VALLADOLID),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,5
2023-2024 Inicio,MANABI,FLAVIO ALFARO,SAN FRANCISCO DE NOVILLO (CAB. EN NOVILLO),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,17
2023-2024 Inicio,BOLIVAR,CHIMBO,TELIMBELA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,2
2023-2024 Inicio,COTOPAXI,SAQUISILI,CANCHAGUA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,5,30
2023-2024 Inicio,LOJA,GONZANAMA,SACAPALCA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,21
2023-2024 Inicio,MANABI,CHONE,CONVENTO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,11
2023-2024 Inicio,CAÑAR,LA TRONCAL,MANUEL J. CALLE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,48
2023-2024 Inicio,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,8
2023-2024 Inicio,PICHINCHA,PEDRO MONCAYO,TOCACHI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,2,24
2023-2024 Inicio,TUNGURAHUA,SAN PEDRO DE PELILEO,GUAMBALO (HUAMBALO),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,7,110
2023-2024 Inicio,PICHINCHA,PUERTO QUITO,PUERTO QUITO,Educación Especial,Educación General Básica,Fiscal,Urbana,Costa,2,8
2023-2024 Inicio,BOLIVAR,SAN MIGUEL,BILOVAN,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,2
2023-2024 Inicio,GUAYAS,EL EMPALME,VELASCO IBARRA (CAB. EL EMPALME),Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,32
2023-2024 Inicio,GUAYAS,DAULE,LA AURORA (SATELITE),Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Costa,12,90
2023-2024 Inicio,LOJA,PALTAS,LAURO GUERRERO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,16
2023-2024 Inicio,CHIMBORAZO,CUMANDA,CUMANDA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,2,37
2023-2024 Inicio,ESMERALDAS,QUININDE,LA UNION,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,18
2023-2024 Inicio,LOS RIOS,BABA,GUARE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,4,85
2023-2024 Inicio,CAÑAR,AZOGUES,SAN MIGUEL,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,4
2023-2024 Inicio,SUCUMBIOS,PUTUMAYO,SANTA ELENA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,3,26
2023-2024 Inicio,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,8
2023-2024 Inicio,CAÑAR,AZOGUES,COJITAMBO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,14
2023-2024 Inicio,LOS RIOS,MOCACHE,MOCACHE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,14,354
2023-2024 Inicio,ORELLANA,LORETO,AVILA (CAB. EN HUIRUNO),Ordinario,Educación General Básica,Fiscomisional,Rural,Sierra,2,39
2023-2024 Inicio,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,14
2023-2024 Inicio,BOLIVAR,SAN MIGUEL,REGULO DE MORA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,7
2023-2024 Inicio,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,5
2023-2024 Inicio,LOJA,PINDAL,PINDAL,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,4
2023-2024 Inicio,MORONA SANTIAGO,MORONA,SEVILLA DON BOSCO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,78
2023-2024 Inicio,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,3,39
2023-2024 Inicio,EL ORO,PASAJE,TRES CERRITOS,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,9,156
2023-2024 Inicio,ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,2,24
2023-2024 Inicio,LOS RIOS,QUEVEDO,QUEVEDO,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Costa,11,140
2023-2024 Inicio,MANABI,CHONE,CHONE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,12
2023-2024 Inicio,LOJA,ZAPOTILLO,ZAPOTILLO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,15
2023-2024 Inicio,EL ORO,PIÑAS,LA MATRIZ,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,10
2023-2024 Inicio,CHIMBORAZO,RIOBAMBA,LIZARZABURU,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Sierra,12,182
2023-2024 Inicio,LOJA,ZAPOTILLO,PALETILLAS,Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,28
2023-2024 Inicio,LOS RIOS,BABA,BABA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,38
2023-2024 Inicio,COTOPAXI,PUJILI,LA VICTORIA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,3,28
2023-2024 Inicio,MANABI,PORTOVIEJO,PICOAZA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,26,608
2023-2024 Inicio,GUAYAS,SANTA LUCIA,SANTA LUCIA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,9,210
2023-2024 Inicio,LOJA,LOJA,JIMBILLA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,14
2023-2024 Inicio,GUAYAS,GUAYAQUIL,FEBRES CORDERO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Particular,Urbana,Costa,17,456
2023-2024 Inicio,AZUAY,CUENCA,MOLLETURO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,11
2023-2024 Inicio,LOS RIOS,VALENCIA,VALENCIA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,33
2023-2024 Inicio,LOS RIOS,MOCACHE,MOCACHE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,22
2023-2024 Inicio,MANABI,PEDERNALES,COJIMIES,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,6
2023-2024 Inicio,LOS RIOS,BABAHOYO,FEBRES CORDERO (LAS JUNTAS),Ordinario,Educación Inicial y Educación General Básica,Particular,Rural,Costa,9,271
2023-2024 Inicio,MANABI,EL CARMEN,WILFRIDO LOOR MOREIRA (MAICITO),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,34
2023-2024 Inicio,GUAYAS,PEDRO CARBO,PEDRO CARBO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,3,73
2023-2024 Inicio,GUAYAS,SAN JACINTO DE YAGUACHI,YAGUACHI VIEJO (CONE),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,8,151
2023-2024 Inicio,SANTA ELENA,SANTA ELENA,SIMON BOLIVAR (JULIO MORENO),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,1,9
2023-2024 Inicio,PICHINCHA,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,5
2023-2024 Inicio,LOJA,ZAPOTILLO,MANGAHURCO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,5
2023-2024 Inicio,MORONA SANTIAGO,LOGROÑO,LOGROÑO,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,6
2023-2024 Inicio,LOS RIOS,URDANETA,RICAURTE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,43
2023-2024 Inicio,MORONA SANTIAGO,GUALAQUIZA,AMAZONAS (ROSARIO DE CUYES),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,15
2023-2024 Inicio,CAÑAR,AZOGUES,TADAY,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,14
2023-2024 Inicio,GUAYAS,SANTA LUCIA,SANTA LUCIA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,22
2023-2024 Inicio,SANTA ELENA,SANTA ELENA,CHANDUY,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,3,35
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ALLURIQUIN,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,10
2023-2024 Inicio,LOJA,CATAMAYO,CATAMAYO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,9,106
2023-2024 Inicio,GUAYAS,MILAGRO,ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,8,259
2023-2024 Inicio,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,VALLE HERMOSO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,10
2023-2024 Inicio,GUAYAS,COLIMES,COLIMES,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,15
2023-2024 Inicio,LOJA,LOJA,SAN SEBASTIAN,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,2,36
2023-2024 Inicio,LOJA,CELICA,CRUZPAMBA (CAB EN CARLOS BUSTAMANTE),Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,37
2023-2024 Inicio,LOJA,CALVAS,COLAISACA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,9
2023-2024 Inicio,LOS RIOS,BUENA FE,SAN JACINTO DE BUENA FE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,14
2023-2024 Inicio,MANABI,FLAVIO ALFARO,FLAVIO ALFARO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,11
2023-2024 Inicio,CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,1
2023-2024 Inicio,LOJA,CALVAS,UTUANA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,5
2023-2024 Inicio,CAÑAR,CAÑAR,CAÑAR,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,18,266
2023-2024 Inicio,LOS RIOS,BABAHOYO,PIMOCHA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,9,181
2023-2024 Inicio,GALAPAGOS,SAN CRISTOBAL,EL PROGRESO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,9,91
